section_name,row_name,seat,Last Seat,# of Seats,POD Size,Type,Status,Description,Notes
LG1,1,1,4,4,4,Loge,AVAILABLE,4 Seat Loge,
LG1,2,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG2,1,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG2,1,5,8,4,4,Loge,AVAILABLE,4 Seat Loge,
LG2,2,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG2,2,5,8,4,4,Loge,AVAILABLE,4 Seat Loge,
LG3,1,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG3,1,7,8,2,2,Loge,AVAILABLE,2 Seat Loge,
LG3,2,1,4,4,4,Loge,AVAILABLE,4 Seat Loge,
LG3,2,7,8,2,2,Loge,AVAILABLE,2 Seat Loge,
LG3,2,11,12,2,2,Loge,AVAILABLE,2 Seat Loge,
LG3,3,15,16,2,2,Loge,AVAILABLE,2 Seat Loge,
LG3,4,1,4,4,4,Loge,AVAILABLE,4 Seat Loge,
LG4,1,1,4,4,4,Loge,AVAILABLE,4 Seat Loge,
LG4,1,7,8,2,2,Loge,AVAILABLE,2 Seat Loge,
LG4,2,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG4,2,5,8,4,4,Loge,AVAILABLE,4 Seat Loge,
LG4,3,1,4,4,4,Loge,AVAILABLE,4 Seat Loge,
LG4,3,7,8,2,2,Loge,AVAILABLE,2 Seat Loge,
LG4,4,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG4,4,5,6,2,2,Loge,AVAILABLE,2 Seat Loge,
LG4,4,9,10,2,2,Loge,AVAILABLE,2 Seat Loge,
LG5,1,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG5,1,5,8,4,4,Loge,AVAILABLE,4 Seat Loge,
LG5,2,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG5,2,5,8,4,4,Loge,AVAILABLE,4 Seat Loge,
LG5,3,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG5,3,5,8,4,4,Loge,AVAILABLE,4 Seat Loge,
LG5,4,1,2,2,2,Loge,AVAILABLE,2 Seat Loge,
LG5,4,5,8,4,4,Loge,AVAILABLE,4 Seat Loge,
VIP24,1,1,4,4,4,Center 10,AVAILABLE,4 Seat Center 10 - No F&B,No F&B in Seats
VIP24,1,7,8,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP24,1,11,14,4,4,Center 10,AVAILABLE,4 Seat Center 10 - No F&B,No F&B in Seats
VIP24,1,17,18,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP24,3,1,2,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP24,3,5,6,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP24,3,9,10,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP24,3,13,14,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP24,3,17,18,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP24,5,1,2,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP24,5,5,6,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP24,5,9,10,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP24,5,13,14,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP24,5,17,18,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP25,1,1,2,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP25,1,5,6,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP25,1,9,10,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP25,1,13,14,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP25,1,17,18,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP25,3,1,4,4,4,Center 10,AVAILABLE,4 Seat Center 10 - No F&B,No F&B in Seats
VIP25,3,7,8,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP25,3,11,14,4,4,Center 10,AVAILABLE,4 Seat Center 10 - No F&B,No F&B in Seats
VIP25,3,17,18,2,2,Center 10,AVAILABLE,2 Seat Center 10 - No F&B,No F&B in Seats
VIP25,5,1,2,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP25,5,5,6,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP25,5,9,10,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP25,5,13,14,2,2,Center 10,AVAILABLE,2 Seat Center 10,
VIP25,5,17,18,2,2,Center 10,AVAILABLE,2 Seat Center 10,
